trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
Tsuta sushi,144.9610121,-37.81288006,64,Melbourne (CBD),105706,restaurant
A25,144.9458305,-37.821044,1108,Docklands,613252,restaurant
Banc Cafe,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Woolshed Pub,144.9435654,-37.8165193,1108,Docklands,604125,restaurant
Starbucks,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
La Camera,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Cafenatics Equitable Place,144.9633433,-37.81611256,34,Melbourne (CBD),102137,restaurant
Subway ,144.962154,-37.82167834,802,Southbank,575820,restaurant
Cafe La Colline ,144.9798191,-37.8455379,724,Melbourne (Remainder),108646,restaurant
Nando's,144.947217,-37.81817241,1103,Docklands,599505,restaurant
La Stradda Cafe,144.9566886,-37.81146268,93,Melbourne (CBD),110141,restaurant
Astor Hotel,144.9678126,-37.79694555,214,Carlton,106186,restaurant
Boost Juice ,144.9599882,-37.80802361,114,Melbourne (CBD),562693,restaurant
Kenny's Bakery Cafe,144.9701092,-37.81281453,47,Melbourne (CBD),625840,restaurant
Nando's,144.9643684,-37.81754524,14,Melbourne (CBD),103171,restaurant
Cafenatics,144.9678476,-37.81450301,36,Melbourne (CBD),102152,restaurant
Rej's Cafe & Kebabs,144.9511755,-37.81189101,101,West Melbourne (Residential),108955,restaurant
Hungry Jack's,144.9638608,-37.82864999,740,Southbank,110443,restaurant
Imperial Hotel,144.972676,-37.8112003,58,Melbourne (CBD),101238,restaurant
New Bakehouse and Coffee,144.9293153,-37.79409415,2524,Kensington,615952,restaurant
Hawker Boys,144.9606809,-37.81303978,64,Melbourne (CBD),105707,restaurant
Gallery Kitchen,144.9686338,-37.82281707,752,Southbank,110736,restaurant
Slater St Bench,144.9771931,-37.83854242,720,Melbourne (Remainder),108629,restaurant
Minang Nasi Padang,144.9643119,-37.80188571,245,Carlton,581508,restaurant
Jardin Tan,144.9803723,-37.83016988,852,Melbourne (Remainder),101100,restaurant
Degani Bakery Cafe,144.9378299,-37.81315031,1110,Docklands,620308,restaurant
Market Lane Coffee,144.9732575,-37.81314231,38,Melbourne (CBD),102172,restaurant
Loading Dock,144.946356,-37.82488026,773,Docklands,560266,restaurant
Doughboys Doughnuts,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Ludlow Bar & Dining Room,144.9638287,-37.82082512,801,Southbank,110327,restaurant
Sempre Pizza & Calzone,144.9719053,-37.8119837,48,Melbourne (CBD),101110,restaurant
Hudsons Coffee Freemasons,144.9822638,-37.8094576,620,East Melbourne,109652,restaurant
B Club Cafe,144.9406594,-37.8149263,1109,Docklands,573327,restaurant
Queens Cafe,144.9642948,-37.80444614,255,Carlton,111305,restaurant
Bakehouse Cafe,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Subway,144.9602243,-37.81467989,53,Melbourne (CBD),108072,restaurant
Saj Mediterranean Grill,144.9155212,-37.78257294,571,Kensington,602256,restaurant
Keiser Cafe,144.9592355,-37.80185711,240,Carlton,107551,restaurant
Thai Viet,144.9657774,-37.81507697,35,Melbourne (CBD),109268,restaurant
Sbriga Espresso Bar,144.9548222,-37.81349786,72,Melbourne (CBD),105375,restaurant
Shanghai Village,144.9690756,-37.81124441,67,Melbourne (CBD),105895,restaurant
Gemma Simple Italian,144.9683841,-37.79752965,217,Carlton,511124,restaurant
Five & Dime Bagel,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Little Bean Bambini,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
The Vine Coffee Roasters,144.9626932,-37.80826292,105,Melbourne (CBD),109318,restaurant
Sheila Baxter Training Centre Pty Ltd ,144.9609065,-37.82435995,808,Southbank,108048,restaurant
Kri Kri Restaurant,144.9715059,-37.81083595,58,Melbourne (CBD),105829,restaurant
Ganache Chocolate Lounge,144.9658313,-37.81606673,25,Melbourne (CBD),102081,restaurant
Roll'd Lonsdale Street,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Annie & Ben Coffee,144.9591311,-37.8263228,815,Southbank,554313,restaurant
Pad Thai,144.9658365,-37.81296443,56,Melbourne (CBD),101199,restaurant
Operator 25,144.9571621,-37.81071591,93,Melbourne (CBD),578981,restaurant
Torasan Ramen,144.9611573,-37.80894909,105,Melbourne (CBD),103303,restaurant
Grill'd Healthy Burgers,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
HJC Bar,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Bar Ampere,144.9674275,-37.81355434,46,Melbourne (CBD),111394,restaurant
Western Coffee Lounge,144.9503335,-37.81194572,444,West Melbourne (Residential),598605,restaurant
Cumulus Inc,144.9731346,-37.81494022,18,Melbourne (CBD),103915,restaurant
Om Vegetarian,144.9657774,-37.81507697,35,Melbourne (CBD),109268,restaurant
The Hot Poppy,144.9489706,-37.80473152,345,North Melbourne,103394,restaurant
Downstaris Bistro & Lounge ,144.9661569,-37.82967464,744,Southbank,110618,restaurant
Amigos Hardware Lane,144.9608667,-37.8131434,64,Melbourne (CBD),104660,restaurant
Supernormal,144.9682892,-37.81563788,26,Melbourne (CBD),102074,restaurant
The Duke of Wellington,144.9700863,-37.81640747,17,Melbourne (CBD),104021,restaurant
Hotel Spencer Bar & Dining Room,144.9492503,-37.80956913,441,West Melbourne (Residential),108856,restaurant
Trunk,144.9689066,-37.80938323,77,Melbourne (CBD),103608,restaurant
Pretty Mama,144.9535531,-37.8153588,61,Melbourne (CBD),641556,restaurant
Klatch,144.9624418,-37.81728432,24,Melbourne (CBD),102092,restaurant
Cafe Le Petite Bourke Patisserie ,144.9714138,-37.81033978,68,Melbourne (CBD),105901,restaurant
Chi Cafe,144.9881385,-37.81042804,612,East Melbourne,100373,restaurant
Healthy Habits,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Kenny's Bakery Cafe,144.9634513,-37.81582211,34,Melbourne (CBD),103177,restaurant
Simply Spanish,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
Eat Pizza,144.954319,-37.7997297,377,North Melbourne,103814,restaurant
Brother Baba Budan,144.9621697,-37.81353635,54,Melbourne (CBD),105843,restaurant
Leap's Bakery Cafe,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Cafe Eurasia ,144.954944,-37.81850425,31,Melbourne (CBD),102110,restaurant
Old Hankau,144.9585194,-37.80307841,260,Carlton,103270,restaurant
Rosslyn Pizzeria,144.9524041,-37.80751845,432,West Melbourne (Residential),108441,restaurant
Egg Sake Bistro,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Locker Room Cafe,144.9475776,-37.81656591,1103,Docklands,558180,restaurant
Sarti Restaurant & Bar,144.9675807,-37.81390779,46,Melbourne (CBD),105964,restaurant
Hotel Lincoln,144.9645057,-37.80448528,255,Carlton,101593,restaurant
HJC Bar,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Kinship & Co,144.956774,-37.81695942,42,Melbourne (CBD),105949,restaurant
Cafenatics,144.9678476,-37.81450301,36,Melbourne (CBD),102152,restaurant
Romano's Coffee,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Home Kitchen & Bar,144.9679947,-37.81132789,67,Melbourne (CBD),108582,restaurant
Goz City,144.9578132,-37.81636534,42,Melbourne (CBD),110095,restaurant
Portland Hotel,144.9681892,-37.81367486,46,Melbourne (CBD),108536,restaurant
Le Taj Restaurant,144.9520393,-37.80775631,432,West Melbourne (Residential),108434,restaurant
Mill & Bakery at Central Pier,144.9435654,-37.8165193,1108,Docklands,604125,restaurant
Il Dolce Freddo,144.9666993,-37.80443778,252,Carlton,574430,restaurant
Chillipadi Mamak,144.9378299,-37.81315031,1110,Docklands,620313,restaurant
Engel's Espresso,144.9728919,-37.81330535,38,Melbourne (CBD),102169,restaurant
Viet Rolls Plus,144.9445328,-37.82092961,1108,Docklands,632510,restaurant
Ichi Ichi Ku Izakaya,144.9822675,-37.8343508,861,South Yarra,102507,restaurant
Coffee Gauge,144.9441447,-37.82029136,1108,Docklands,609479,restaurant
CJ Lunchbar ,144.9603411,-37.81187439,74,Melbourne (CBD),106017,restaurant
Little Colin,144.9600859,-37.81638558,33,Melbourne (CBD),105937,restaurant
Brioche by Phillip,144.9689753,-37.81350285,47,Melbourne (CBD),108591,restaurant
Table By S,144.9566619,-37.80444772,359,North Melbourne,107528,restaurant
Osc&r On Rathdowne ,144.9711917,-37.79514419,226,Carlton,108228,restaurant
University Cafe,144.9668382,-37.79947744,206,Carlton,106130,restaurant
The Hof Downtown,144.9489519,-37.81914692,1105,Docklands,609487,restaurant
Sung's Kitchen,144.9589367,-37.80819713,114,Melbourne (CBD),104095,restaurant
Cafenatics,144.9467679,-37.81384049,1102,Docklands,631646,restaurant
Hudsons Coffee Melbourne Private,144.9559628,-37.79854141,920,Parkville,104437,restaurant
Original Sushi,144.9593794,-37.8150902,53,Melbourne (CBD),101178,restaurant
Cafe Bar Mile,144.9638971,-37.81719967,24,Melbourne (CBD),110765,restaurant
Cafe Cavallino,144.9699756,-37.80941489,78,Melbourne (CBD),103618,restaurant
Fonda Flinders Lane,144.9732924,-37.81489476,18,Melbourne (CBD),103914,restaurant
Bad Boys,144.9707149,-37.81005686,68,Melbourne (CBD),105672,restaurant
Fu Lu Chinese Cafe,144.9711594,-37.79532263,226,Carlton,108232,restaurant
Rice Paper Scissors Asian Kitchen,144.9713242,-37.81131159,58,Melbourne (CBD),105656,restaurant
Mr Mason,144.9568348,-37.81767359,32,Melbourne (CBD),102115,restaurant
Bowery to Williamsburg,144.9702912,-37.8161284,17,Melbourne (CBD),107003,restaurant
Le Cirque Fine Foods,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Dikstein's Corner Bar,144.9603413,-37.81631094,33,Melbourne (CBD),105936,restaurant
The Turf Bar & Restaurant,144.9605409,-37.81549904,43,Melbourne (CBD),108069,restaurant
Fancy Hank's,144.9710404,-37.81217956,48,Melbourne (CBD),101116,restaurant
Hungry Jack's,144.9634198,-37.80945732,95,Melbourne (CBD),109312,restaurant
Shuji Sushi,144.9659624,-37.81649503,25,Melbourne (CBD),103963,restaurant
Kaneda Japanese Restaurant,144.9672768,-37.8124312,56,Melbourne (CBD),101204,restaurant
Wonky Trolley,144.9490476,-37.80390823,345,North Melbourne,103407,restaurant
Universal Pizza,144.9660865,-37.80384773,254,Carlton,106091,restaurant
Mad Mex,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Three Drops Espresso,144.9663304,-37.81584476,25,Melbourne (CBD),102079,restaurant
Eden's Backyard,144.9748067,-37.79638849,232,Carlton,106944,restaurant
Steakhouse 66,144.9406594,-37.8149263,1109,Docklands,573327,restaurant
The Sensible Sandwich Cafe,144.9505407,-37.80500905,354,North Melbourne,109798,restaurant
Laurent Boulangerie Patisserie,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
The Joint Bar,144.9643316,-37.81741878,14,Melbourne (CBD),103172,restaurant
Cafe Intimo,144.9600859,-37.81638558,33,Melbourne (CBD),105937,restaurant
Saluministi,144.9610572,-37.81799198,23,Melbourne (CBD),606103,restaurant
Max Brenner Chocolates,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Meat Fish Wine,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Rare Steakhouse Midtown,144.9607769,-37.81338564,64,Melbourne (CBD),104377,restaurant
Pud Thai Vs Pho,144.9525486,-37.82290352,1112,Docklands,103980,restaurant
Bopha Devi Docklands,144.9406594,-37.8149263,1109,Docklands,573327,restaurant
Yak Italian Kitchen & Bar,144.9687553,-37.81543178,26,Melbourne (CBD),102073,restaurant
Subway,144.9667041,-37.81674222,15,Melbourne (CBD),109263,restaurant
Market Lane Coffee,144.9684894,-37.79857335,217,Carlton,103710,restaurant
Little Cupcakes ,144.9659973,-37.81752037,15,Melbourne (CBD),104011,restaurant
Western Coffee Lounge,144.9503335,-37.81194572,444,West Melbourne (Residential),598605,restaurant
The Groove Train,144.9378299,-37.81315031,1110,Docklands,620314,restaurant
Black Cat on Lygon,144.9659498,-37.80467681,254,Carlton,106083,restaurant
Roll'd Lonsdale Street,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Mesh/Tonic Bar,144.9597768,-37.8238538,807,Southbank,108054,restaurant
Pellaroma Cafe Bar ,144.962643,-37.82221927,802,Southbank,575821,restaurant
NY Deli,144.9610146,-37.81453148,54,Melbourne (CBD),108108,restaurant
The Pressed Lab,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Shuji Sushi,144.956182,-37.8165272,42,Melbourne (CBD),105390,restaurant
Yabby House,144.9542621,-37.81381086,71,Melbourne (CBD),105317,restaurant
Pho Flinders Express,144.964608,-37.81805666,14,Melbourne (CBD),103165,restaurant
Crust Gourmet Pizza Bar Kensington,144.9284337,-37.79401627,2523,Kensington,614821,restaurant
Huxtaburger,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
Harbour Cafe,144.947217,-37.81817241,1103,Docklands,598609,restaurant
Saigon Fusion,144.9622831,-37.81321386,64,Melbourne (CBD),103187,restaurant
Hardimans Hotel,144.9283553,-37.79442113,525,Kensington,106329,restaurant
Mad Mex,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
BangPop,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Cone Heads,144.965095,-37.81763649,15,Melbourne (CBD),103328,restaurant
Nam Loong Seafood Restaurant,144.9675898,-37.81238088,56,Melbourne (CBD),108539,restaurant
VinTam's Bakery,144.9429888,-37.81938143,1108,Docklands,604119,restaurant
Delaware North Companies Australia Pty Ltd,144.9803771,-37.82181585,659,Melbourne (Remainder),614000,restaurant
Oli & Levi Espresso,144.959442,-37.81730302,33,Melbourne (CBD),102123,restaurant
Banoi,144.9450661,-37.81970478,1108,Docklands,631080,restaurant
Yak Italian Kitchen & Bar,144.9687553,-37.81543178,26,Melbourne (CBD),102073,restaurant
Kenny's Bakery Cafe,144.9606804,-37.81402844,54,Melbourne (CBD),108104,restaurant
Sosta Cucina,144.9495689,-37.80483255,354,North Melbourne,103525,restaurant
Mecure North Melbourne,144.9502701,-37.79681785,353,North Melbourne,103466,restaurant
The European,144.9724291,-37.8109513,58,Melbourne (CBD),108986,restaurant
Hugo's Expresso,144.9549054,-37.81802782,31,Melbourne (CBD),105945,restaurant
Cafe on Flinders / Global Chat,144.9665517,-37.81724878,15,Melbourne (CBD),104014,restaurant
Bistro Guillaume,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Berto's Bar,144.9580871,-37.81476776,53,Melbourne (CBD),110144,restaurant
Madam Brussels ,144.9715659,-37.81212537,48,Melbourne (CBD),101113,restaurant
The French Brasserie,144.9717262,-37.81546152,17,Melbourne (CBD),103592,restaurant
The Castle Hotel,144.953035,-37.8008985,377,North Melbourne,102236,restaurant
Beatrix Cafe,144.944463,-37.80227413,335,North Melbourne,107955,restaurant
The Lobby Cafe,144.9717262,-37.81546152,17,Melbourne (CBD),103592,restaurant
Papa Gino's Pizza Restaurant,144.9667173,-37.80018973,206,Carlton,106118,restaurant
Chobab Cuptop,144.9612043,-37.8138513,54,Melbourne (CBD),105851,restaurant
Breadtop,144.9641302,-37.81697242,24,Melbourne (CBD),103174,restaurant
Ho Ho's Canteen,144.9612468,-37.79739836,270,Parkville,664626,restaurant
Pide Bread Bakery,144.9572395,-37.80745984,113,Melbourne (CBD),110688,restaurant
Mr Burger,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Bar Commercio,144.9588203,-37.80155731,240,Carlton,107550,restaurant
Hanaichi,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Code Black,144.9458305,-37.821044,1108,Docklands,613252,restaurant
Yang's Braised Chicken Rice,144.9658727,-37.81222127,66,Melbourne (CBD),520597,restaurant
Mercadante Pizza,144.9660342,-37.80408996,254,Carlton,106087,restaurant
Subway,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
Belgian Beer Cafe Melbourne,144.9645668,-37.82166549,801,Southbank,559161,restaurant
La Cacciatora Restaurant,144.9685975,-37.80116198,248,Carlton,104445,restaurant
Michel's Patisserie Melbourne Central,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Cafe Vue,144.9601101,-37.81596878,43,Melbourne (CBD),105953,restaurant
Donnini's ,144.9675104,-37.79953749,218,Carlton,106209,restaurant
Pizze Societe,144.9412743,-37.82354216,773,Docklands,579363,restaurant
P J O'Briens Irish Pub & Side Bar,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Red Rooster 2,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Ginger Leaf Thai Restaurant ,144.9479753,-37.81925128,1104,Docklands,598658,restaurant
Cultured Salad,144.9645323,-37.81445406,45,Melbourne (CBD),101142,restaurant
Mr Q Grab & Go,144.9570408,-37.8146364,62,Melbourne (CBD),110099,restaurant
The Alley,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Alf's Cafe,144.982664,-37.84633593,870,Melbourne (Remainder),102178,restaurant
Shoya Melbourne,144.9691148,-37.81173945,57,Melbourne (CBD),106431,restaurant
Max Brenner-Chocolate Bar,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Kappo,144.9741019,-37.81454561,18,Melbourne (CBD),108977,restaurant
Cafernatics Forte,144.9450661,-37.81970478,1108,Docklands,631080,restaurant
Spaghetti Tree ,144.9715659,-37.81212537,48,Melbourne (CBD),101113,restaurant
Ohsso,144.9617562,-37.81416355,54,Melbourne (CBD),101187,restaurant
Muleta's,144.9581156,-37.80861319,114,Melbourne (CBD),104090,restaurant
La Vita Buona 'The Good Life' Cellar Bar Deli,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
West Village NYC,144.9523782,-37.82539976,804,Southbank,110542,restaurant
Degraves Espresso,144.9654844,-37.81710105,15,Melbourne (CBD),103943,restaurant
Schmucks Bagels,144.9570408,-37.8146364,62,Melbourne (CBD),110099,restaurant
Ultimate You Fitness ,144.9584594,-37.82689102,733,Southbank,110397,restaurant
Treviso,144.9606423,-37.81669009,33,Melbourne (CBD),100731,restaurant
Canton Fast Food,144.9572395,-37.80745984,113,Melbourne (CBD),110688,restaurant
Vons Restaurant & Bar,144.9611061,-37.8130703,64,Melbourne (CBD),104665,restaurant
Sezar,144.9689753,-37.81350285,47,Melbourne (CBD),108591,restaurant
Burma Lane,144.9701092,-37.81281453,47,Melbourne (CBD),625840,restaurant
Massi,144.9599965,-37.81679183,33,Melbourne (CBD),102125,restaurant
Market Espresso & Trolley Hire,144.9572395,-37.80745984,113,Melbourne (CBD),110673,restaurant
Norsiah's Kitchen,144.9643119,-37.80188571,245,Carlton,581508,restaurant
LeCirque,144.9378299,-37.81315031,1110,Docklands,620312,restaurant
Mamak ,144.9614561,-37.81220274,74,Melbourne (CBD),105742,restaurant
Melbourne Kebab Cafe,144.9554948,-37.80560889,358,North Melbourne,109827,restaurant
Domain Brasserie,144.9820364,-37.83431435,861,South Yarra,102505,restaurant
Bistro Guillaume,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Casa Del Gelato,144.9664107,-37.80186402,246,Carlton,106099,restaurant
Red Spice QV,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Red Emperor,144.9662623,-37.82066923,753,Southbank,110606,restaurant
In a Rush,144.9493733,-37.81733574,1103,Docklands,573401,restaurant
Seasalt Fish & Sushi Bar,144.9676437,-37.79828024,217,Carlton,106195,restaurant
Riva Cafe Bar,144.9645323,-37.81445406,45,Melbourne (CBD),101142,restaurant
Collins Quarter ,144.9705847,-37.81393777,37,Melbourne (CBD),102158,restaurant
KFC,144.9648816,-37.81729894,15,Melbourne (CBD),103327,restaurant
Burger Edge,144.9445328,-37.82092961,1108,Docklands,632510,restaurant
Bobbie Peels,144.9559672,-37.80395618,358,North Melbourne,107887,restaurant
Cafe Segovia,144.9643901,-37.81526825,35,Melbourne (CBD),101097,restaurant
Rex Tremendae,144.9558379,-37.82001952,11,Melbourne (CBD),559405,restaurant
